,country_name,location_name,category_name,recruit_post_name,responsibility,last_update_time
162,中国,北京,产品,16810-动画监制,1、负责动画项目的开发、策划、统筹、协调；2、项目制作及进度的掌控，协调各制作团队的制作任务安排，确保项目按时按质顺利进行； 3、针对项目过程中所出现的相关问题提出可执行的解决方案；4、制定严谨的前后期制作计划，监督影片的艺术质量、进度。,2021年01月20日
163,中国,深圳,产品,41069-腾讯云金融营销产品架构师,1.本科及以上学历，5年以上相关工作经验，有金融机构营销系统相关项目背景优先；2.了解互联网营销及产品运营，熟悉社交营销、裂变营销、KOL等；3.了解金融机构产品业务流程，了解金融机构前沿营销话题；4.有良好的技术知识储备，可以设计产品应用架构并评估技术方案合理性，提出技术方案建议，并针对产品和外部其他软件的对接提出集成方案；5.具有良好的分析和解决问题的能力，能独立承担产品和应用架构方案设计工作。,2021年01月20日
164,中国,深圳,技术,29300-GO/PHP应用开发工程师,参与腾讯影视相关产品和平台的后台开发工作；参与腾讯影视相关产品和平台的后台架构设计工作；参与腾讯影视相关产品和平台的后台性能调优及问题处理工作；负责后端技术的探索和技术优化及公共组件的开发；,2021年01月20日
165,中国,深圳,技术,25928-GameMatrix云游戏后台开发高级工程师（深圳/上海）,负责云游戏服务器中后台的技术方案和架构设计；负责关键方案的技术验证和实现；和产品及前端合作，确保云游戏平台技术落地。,2021年01月20日
166,中国,深圳,技术,25928-游戏AI高级算法研究员（深圳/美国）,基于海量游戏数据，设计和优化游戏AI表现；开发适合在游戏AI中应用的机器学习算法；负责游戏AI开发设计相关的分享和培训课程。,2021年01月20日
167,中国,深圳,技术,25928-Web前端开发工程师（深圳）,开源协同、研发效能等相关Web平台的前端开发；Git跨平台客户端开发； 优化前端开发的工具和框架，帮助提高开发效率以及代码规范。,2021年01月20日
168,中国,深圳,技术,25928-计算机图形学高级算法研究员（深圳/美国）,设计和开发高效的三维图像建模、几何处理、渲染或三维动画算法和系统；开发能和主流游戏引擎结合的核心动画/视觉/图形算法组件；负责开发设计游戏图形/视觉/动画/虚拟三维物体技术相关的分享和培训课程。,2021年01月20日
169,中国,北京,技术,PCG19-腾讯视频GO/C++后台开发工程师（北京）,负责腾讯视频APP后台架构设计和功能开发；负责腾讯视频极速版后台架构设计和版本迭代。,2021年01月20日
170,中国,长沙,技术,CSIG02-腾讯云教育桌面端开发工程师（CSIG全资子公司）,1. 基于H5+原生混合技术栈负责智慧教育桌面客户端跨平台(win/mac)开发2. 参与应用架构设计、开发、性能优化等工作3. 参与技术文档编写和维护4. 参与项目重点、难点的技术攻坚以及手机移动产品新技术预研等,2021年01月20日
171,中国,西安,技术,41071-腾讯云视频会议Windows开发岗位（CSIG全资子公司）,1、负责腾讯云会议Windows客户端相关业务需求开发2、 负责视频会议业务开发；3、负责视频会议稳定性及性能优化；4、负责视频会议客户反馈问题跟进及效率工具开发；,2021年01月20日
172,中国,深圳,技术,25925-成长守护平台Web前端开发工程师（深圳）,负责成长守护平台相关产品的Web前端开发与架构设计；负责Web前端框架架构设计及前端开发技术研究；负责移动端多端技术预研及应用；前沿技术学习研究和应用。,2021年01月20日
173,中国,广州,技术,WXG01-微信视频号数据平台前端开发工程师（广州）,负责微信基础产品和视频号的平台和运营能力建设；参与微信基础产品和视频号的数据平台设计和搭建；参与微信视频号业务的数据开发运营工作；负责视频号 web前端系统分析、优化与架构工作.,2021年01月20日
174,中国,深圳,产品,28600-微信支付优惠平台产品经理,负责微信支付有优惠平台的产品策划和产品运营；深入了解微信支付业务和微信支付用户，洞察用户需求，打磨微信支付有优惠产品平台基础用户体验并持续迭代；持续探索有趣创新的产品体验，为用户持续提供趣味互动及社交互动意愿；了解微信支付行业和商户发展及模式，探索共赢的合作产品方案及优惠奖品体系，为用户持续提供价值；持续产出行业洞察，跟踪分析行业趋势等，形成商业分析并洞察其中的商业机会。,2021年01月20日
175,中国,深圳,产品,15571-射击手游高级策划（深圳）,负责相应游戏模式、关卡的设计、制作、调试、完善等相关工作（包含PVE/PVP地图、玩法、挑战、AI、BOSS、事件脚本等）；根据产品数据分析、用户调研、论坛反馈、调查问卷等，关注并跟进已上线模式、关卡的表现，总结相关经验，制定和跟进后续优化改进方案；体验及分析其他竞品和相关产品，总结和分享优缺点等经验，尝试应用到自身项目以进一步提高游戏品质；与团队及产品各个负责人（总监、PM、策划、程序、美术、动作、音效等）积极沟通，确保模式玩法关卡开发工作有序进行；积极参与产品相关设计及优化工作，完善工作流程，改进并提高团队工作效率，关注产品表现，参与产品测试，不断发现产品不足及有待提高的方面；乐于分享，能够指导团队新人，并给予团队其他部门建设性的意见和建议。,2021年01月20日
176,中国,深圳,技术,25923-Devops平台产品经理（深圳）,参与蓝盾DevOps平台工具链产品研究工作 ，提出解决方案，确定产品功能及用户交互，绘制产品原型图，编写相关需求文档; 计划、协调和沟通驱动开发团队紧密合作，高效项目执行，达成产品目标; 持续对行业需求和用户需求进行调研分析，不断优化产品，提升产品质量和用户体验; 时刻关注行业发展，输出竞品分析报告; 实施工具平台运营推广工作，建立数据分析方法，分析用户行为，了解产品运行状态并提出运营优化方案;参与平台上的技术研究和需求开发工作。,2021年01月20日
177,中国,长沙,技术,CSIG02-智慧教育ios开发工程师（CSIG全资子公司）,1. 负责智慧教育移动客户端需求研发2. 参与应用架构设计、开发、性能优化等工作3. 参与技术文档编写和维护4. 参与项目重点、难点的技术攻坚以及手机移动产品新技术预研等,2021年01月20日
178,中国,长沙,技术,CSIG02-腾讯云教育Android端开发工程师（CSIG全资子公司）,1. 负责智慧教育移动客户端的功能特性开发2. 参与应用架构设计、开发、性能优化等工作3. 参与技术文档编写和维护4. 参与项目重点、难点的技术攻坚以及手机移动产品新技术预研等,2021年01月20日
179,中国,深圳,产品,15665-竞技类手游-版本管理（深圳）,协助制定版本和产品分阶段迭代规划，包括时间规划和部分内容规划，负责跟进、协调项目各阶段的版本开发及更新发布进度，保证版本稳定性；负责移动游戏版本发布的完整过程，协调测试、运维、开发、联调、安全、CDN等各方面技术工作 ，与研发、公司内资源团队紧密沟通，保证功能接入、开发和验收的顺利进行；负责日常外网问题监控、反馈和处理；维护版本更新记录、配合完成版本更新前后分析，协助评估版本更新效果；负责产品版本流程优化及版本总结工作，并评估运营阶段存在的运营风险并提出合理的解决方案，不断提升版本质量；接口客服、法务、商务、政策等团队，负责产品相关的内外部投诉、法务维权、黑灰产打击、未成年保护等问题的跟进和处理。,2021年01月20日
180,中国,深圳,设计,40164-合金弹头-资深视觉设计师,负责参与产品的视觉用户研究、设计流行趋势分析，与运用。负责项目整体视觉风格设定，打磨，优化；负责项目UI设计和资源输出，团队管理。负责参与设计流程的制定和规范；负责与程序同事沟通在游戏中效果及实现方式。,2021年01月20日
181,中国,深圳,技术,30620-腾讯广告微信广告排序算法研究员（深圳）,微信广告汇集了腾讯系的优势流量资源，是公司广告收入的主要贡献方之一，本团队主要负责微信广告公众号流量以及微信生态推广优化相关工作，具体职责:负责微信公众号与小程序流量精排策略设计和实现；负责微信公众号与小程序流量形态能力策略优化的设计和实现；负责微信生态体系内，比如公众号，小游戏和小程序电商等推广目标的优化策略和实现。,2021年01月20日
182,中国,北京,技术,CSIG16-位置服务后台开发高级工程师,负责ToB/ToG的“智慧地图”的后台服务开发和优化工作负责政企行业产品互联网产品和私有化网络产品建设负责私有化网络技术体系建设，为客户提供最优的服务保障   ,2021年01月20日
183,中国,深圳,技术,36665-智慧交通大数据专家,1、负责数据仓库和应用集市的业务数据模型、画像标签体系建设；2、负责针对智慧交通领域中不同场景的业务需求，进行数据分析和挖掘建模，利用数据分析技术解决业务问题；3、构建智慧交通大数据分析体系，针对不同的数据类型，形成深入的数据分析方法及沉淀，支持智慧交通相关数据产品功能开发。,2021年01月20日
184,中国,武汉,技术,41071-腾讯云视频会议Web端开发工程师（CSIG全资子公司）,1.负责视频会议产品Web及小程序端业务开发；2.负责视频会议业务开发；3.负责视频会议稳定性及性能优化；4.负责视频会议客户反馈问题跟进及效率工具开发；,2021年01月20日
185,中国,武汉,技术,41071-腾讯云会议C++/Windows开发工程师（CSIG全资子公司）,1. 负责腾讯会议Windows客户端研发、技术研究和维护;2. 负责腾讯会议 C++ 跨平台框架的开发和维护;3. 负责腾讯会议 C++ 跨平台框架架构设计.,2021年01月20日
186,中国,武汉,技术,41071-腾讯云会议iOS/Mac开发工程师（CSIG全资子公司）,1、负责腾讯会议 iOS /Mac终端功能模块开发或架构优化工作；2、负责高质量的方案设计和编码，不断迭代重构；3、负责项目重点、难点的技术攻坚以及移动端新技术预研等。,2021年01月20日
187,中国,广州,技术,CSIG17-测试开发高级工程师(广州),"1、在安全类项目中，应用行业前沿的优秀的工程实践经验，提升研发和工程生产力和效率；2、设计和开发用于研发过程优化的工具平台,落地持续集成,持续交付相关的工程能力.3、负责研发效能提升工具,平台的Web,服务的设计和开发.",2021年01月20日
188,中国,深圳,产品,22989-云开发产品架构师,1、了解互联网企业在研发、运营工作中对技术方案的需求，在快速发展过程中，在业务生命周期中所遇到的挑战和未来的方向；2.向客户推荐腾讯云开发平台所提供的的产品、技术和解决方案，并出具可行的、包含应用迁移和优化的落地方案3.在客户迁移和使用过程中，根据项目本身的需要，协助研发团队或实施团队（客户或合作伙伴）完成Demo系统搭建，PoC测试及最终迁移工作；4.负责上云案例、技术方案的更新维护，及相关的布道工作。,2021年01月20日
189,中国,广州,技术,WXG01-微信视频号高级数据分析师（广州/深圳）（广州）,负责微信视频号业务的数据分析工作；搭建和完善产品各模块的数据指标体系；负责产品和运营核心策略的分析建模，指导业务科学决策；设计和分析A/B Testing实验以验证策略有效性，并提出优化的业务策略；探索并落实用户生命周期、产品体验优化和用户增长点。,2021年01月20日
190,中国,深圳,技术,WXG01-微信视频号高级数据分析师（广州/深圳）（深圳）,负责微信视频号业务的数据分析工作；搭建和完善产品各模块的数据指标体系；负责产品和运营核心策略的分析建模，指导业务科学决策；设计和分析A/B Testing实验以验证策略有效性，并提出优化的业务策略；探索并落实用户生命周期、产品体验优化和用户增长点。,2021年01月20日
191,USA,Seattle,Design,TiMi US – Senior Game Designer - Gameplay,"●	Start with a player first mentality, embedding an obsessive drive to know, understand, and serve the players who are engaged with the game ●	Set direction for player character, camera and controls for the game●	Set direction for a variety of gameplay mechanics for the project●	Set player controls and input that are accessible and fun for the player●	Work collaboratively with a multidisciplinary team to create gameplay features●	Define and uphold design principles to ensure the design of the game is cohesive, systemic, and fun ●	Evangelize and communicate the design of the game to the team on a regular basis",2021年01月20日
192,USA,Los Angeles,Design,TiMi US – Senior Game Designer - Gameplay,"●	Start with a player first mentality, embedding an obsessive drive to know, understand, and serve the players who are engaged with the game ●	Set direction for player character, camera and controls for the game●	Set direction for a variety of gameplay mechanics for the project●	Set player controls and input that are accessible and fun for the player●	Work collaboratively with a multidisciplinary team to create gameplay features●	Define and uphold design principles to ensure the design of the game is cohesive, systemic, and fun ●	Evangelize and communicate the design of the game to the team on a regular basis",2021年01月20日
193,中国,武汉,技术,41071-腾讯云视频会议Windows开发岗位（CSIG全资子公司）,1、负责腾讯云会议Windows客户端相关业务需求开发2、 负责视频会议业务开发；3、负责视频会议稳定性及性能优化；4、负责视频会议客户反馈问题跟进及效率工具开发；,2021年01月20日
194,中国,武汉,技术,41071-腾讯云视频会议Go/Java开发工程师（CSIG全资子公司）,主要负责腾讯云办公协同产品研发工作，包括：1、办公协同软件后台开发；2、办公协同软件运营平台开发；3、办公协同软件交付流程建设；4、办公协同软件效率平台开发；,2021年01月20日
195,中国,广州,技术,WXG01-微信视频号直播高级数据分析师（广州/深圳）,负责微信视频号业务直播相关的数据分析工作；基于对直播业务的支持和理解，搭建可准确反映业务状况的数据指标体系；商业嗅觉灵敏，能够深入了解业务，挖掘业务问题和痛点，为产品方向、运营策略提供数据支持；设计和分析A/B Testing实验以验证策略有效性，并提出优化的业务策略；探索并落实用户生命周期、用户心智培养、直播场景玩法和用户增长点。,2021年01月20日
196,中国,广州,技术,WXG01-微信视频号数据工程师（广州）,负责微信视频号和直播业务的数据治理相关工作；负责设计数据埋点和上报方案，建设数仓体系，开发数据指标等工作；负责离线与在线数据开发工作，确保数据正确性以及时效性；负责数据pipeline的实施部署、性能优化、数据监控；支持基础的数据提取分析和运营分析工作。,2021年01月20日
197,中国,深圳,战略与投资,ZL-商业分析副总监（智慧零售方向）,"Analyze new business models or innovative Internet applications, and identify potential growth opportunities;Monitor competitive activities, and develop a deep understanding of consumers' needs, attitudes, and usage of specific Internet services;Provide strategic analyses and recommendations over a broad range of management issues at corporate and business unit level;Participate in annual/quarterly business planning and reviews;Facilitate execution of key initiatives across business units and functions.",2021年01月20日
198,中国,广州,技术,WXG01-微信数据分析师（广州）,参与微信通讯和社交等业务的数据分析工作； 制定产品功能的数据采集方案，并搭建产品的数据指标体系； 监测业务的日常数据，关注数据波动并能够及时分析和解读数据异动；针对产品和运营相关的业务问题，能够进行量化分析和数据建模，并提出优化策略；设计和分析A/B Testing实验以验证策略有效性，辅助业务决策。,2021年01月20日
199,中国,广州,技术,WXG01-微信视频号后台开发工程师（广州）,负责微信基础产品和视频号的平台和运营能力建设.参与微信基础产品和视频号的数据平台设计和搭建.参与微信产品和视频号核心数据的维护和监控.,2021年01月20日
200,中国,广州,技术,WXG01-微信视频号数据平台开发工程师（广州）,负责微信基础产品和视频号的平台和运营能力建设；参与微信基础产品和视频号的数据平台设计和搭建；参与微信产品核心数据的维护和监控；参与微信基础数据服务框架的开发和维护；参与微信视频号业务的数据开发运营工作。,2021年01月20日
201,中国,深圳,产品,17229-和平精英-游戏社区产品策划（深圳）,负责游戏相关社区的产品规划和运营工作。,2021年01月20日
202,中国,深圳,产品,17229-和平精英-游戏系统策划（深圳）,负责游戏内系统（包括但不限于系统功能、模式玩法规则、社交系统、平台能力接口等）内容的设计和跟进执行； 对研发计划做清晰的规划，确保功能内容保质保量上线； 负责跟进相关内容上线后的运营数据，通过运营数据和用户研究进行总结，并持续进行后续优化。,2021年01月20日
203,中国,深圳,产品,26699-智慧零售高级数据产品经理,1、针对零售客户，构建完整的数据指标与分析体系，协助客户经营分析与提升； 2、搭建面向零售客户的数据产品平台，规划多维度的数据计算、报表展示、数据分析等功能； 3、建设与客户数据的标准化对接流程与规范，梳理共性需求与标准，承接专项定制化需求；,2021年01月20日
204,中国,深圳,技术,41067-JOOX-iOS/Android开发工程师,"负责JOOX音乐项目的业务开发负责跟进和处理性能/稳定性等现网问题参与项目研发质量、工程化多方面的优化岗位亮点：东南亚Top音乐产品，海量用户产品的挑战移动端跨平台探索、框架和组件化的迭代、团队代码文化公司内部海量的线上线下学习资源, 参与公司开源协同机会",2021年01月20日
205,新加坡,新加坡,技术,TEG15-Transaction risk control engineer,"Responsible for the design, development and maintenance of Tencent overseas risk management platform.1.Design and implement strategies, models and characteristics of Tencent oversea risk management platform, providing technical support for platform service operation.2.Identify and analyze daily risk scenarios on Tencent oversea risk management platform, optimizing the performance of risk countermeasures. ",2021年01月20日
206,新加坡,新加坡,产品,41315-Data Intelligence Product Manager,"1.From the perspective of product design, analyze market demand and its trend. Make product plan that fits demand.2.Acting as the liaison between publishing technology team and studios, build a communication channel that exchange product introduction and feedback.3.By hearing demand from studios and understanding their business, deliver product & solution plan to publishing technology team in the form of market research report, product design blueprint, and product prototype.4.By translating product technology and logic into application solutions, deliver the latest service & solution deck in regular meetings to studios.5.Make sure all the demand and requirements of studios reach the publishing technology team; and all latest technology be applied to studios and adjusted to meet customized requirements.",2021年01月20日
207,中国,深圳,设计,37090-游戏平台视觉设计,负责QQ游戏大厅的平面视觉风格制定，并能够根据平台游戏特点找到发力点完成设计，关注用户反馈与沟通，根据分析结果持续优化设计；负责QQ游戏大厅营销创意视觉表现设计（平面、H5、动态视频等），项目的运营美术设计流程和方法制定；参与协助维护品牌设计规范、衍生品设计及线下搭建活动的美术指导等； 与运营部门审核外包平台的美术素材品质，给予专业性指导；统筹规划项目内平面素材资源，进行创意性的方案执行；,2021年01月20日
208,中国,成都,产品,40163-王者荣耀IP手游《代号:启程》-数据分析与用户研究,1.负责游戏的数据分析与用户研究，包括日常的运营数据预估、监控、分析与挖掘，能针对运营关键指标快速发现异常，提出分析思路，明确问题与原因，针对游戏商业化、系统玩法、活动等内容，能以有效的分析切入点定位问题、挖掘空间，提供优化建议与方向。2.负责游戏的用户与产品研究，能基于游戏目标规划研究方向与思路，通过数据挖掘、用户特征和行为分析，对游戏方向、精细化运营提供策略支持。3.负责建立数据分析体系，能高效实现游戏的数据监控、特性数据统计、日常报表分析。,2021年01月20日
209,中国,广州,人力资源,38474-WXG助理HRBP,负责对接部门的HR日常事务性工作、运营性及例行性工作的落地与运营；协助BP进行部门配套机制落地、人才管理、团队发展与激励、组织氛围建设等各项人力资源管理工作的推进及维护；了解所负责部门业务与人员基础状况，快速响应需求，发现问题及时做好反馈沟通；兼岗支持BG HR function的模块工作（e.g. OD、PD、文化等）；其他HR项目在业务端落地。,2021年01月20日
210,中国,深圳,产品,29316-CSIG知识平台产品运营,1、负责CSIG知识平台的日常运营工作，承担活跃度、健康度等关键KPI； 2、负责内容运营与活动运营，结合产品特性，制定运营策略和方案；3、各项运营计划的内容制定和实施。,2021年01月20日
211,中国,深圳,技术,25923-数据库开发工程师,为业务提供相应的DB技术服务支持；负责数据库层面疑难问题的跟踪排查和优化实施；负责进行数据库管理相应的配套系统的建设规划、开发及落地；负责PostgreSQL/MySQL存储内核新功能开发；负责基于Kubernetes的DB存储Operator开发与运营；,2021年01月20日
212,中国,北京,技术,29912-微视专项-（视频理解）（北京/深圳）,"1. 参与微视视频理解算法研发，包括但不限于目标检测、视频分类、行为识别、内容理解、OCR、人脸识别、姿态检测等CV方向, 或 短文本的文本分类， 关键词提取，非结构化文本的关系抽取，以及文本语义匹配， 标题生成等NLP技术， 以及基于用户行为的视频内容理解；  2. 算法模型性能优化，使得线上算法能够高效稳定运行；3. 配合平台服务研发同事，部署发布算法；与产品、运营和业务方研发同事沟通技术方案，保证算法上线后对业务相关指标有正向提升；""",2021年01月20日
213,中国,深圳,产品,32268-腾讯视频视频平台产品经理,1、负责腾讯视频视频平台产品，消息中心/UN管理台等平台通用能力建设2、能够分析并抽象用户及业务需求，基于用户及场景，设计解决方案，并通过数据验证策略效果3、协调上下游、内外部合作方，与研发、设计等团队有效沟通，优化合作机制和工作标准，推动项目快速执行落地；,2021年01月20日
214,中国,北京,产品,32268-腾讯视频作者生态产品经理,1）根据腾讯视频创作者生态现状，分析、明确生态侧目标和具体路径，并推进目标实现；2）深入理解腾讯视频内容生产、分发全链条，定位问题，并协同相应团队完成问题优化；3）设计合理的作者成长体系，并通过作者权益、流量调控等手段，促进生态的良性发展；4）通过数据分析、作者访谈等手段，构建评估体系，持续发现改进问题，提升作者体验；,2021年01月20日
215,中国,深圳,技术,25926-游戏安全产品Web前端开发工程师,负责腾讯游戏安全服务产品的Web前端开发工作；负责Web前端架构设计、开发以及优化，探索前端标准化和新技术并落地实践。,2021年01月20日
216,中国,深圳,产品,29777-电子制造业售前解决方案架构师（北京/上海/深圳/成都）,业务拓展型售前解决方案架构师定位，要求对电子制造业的数字化转型有清晰理解，在行业落地腾讯产业互联网发展战略，对整个行业的业务发展负责；深入了解电子制造行业客户的IT需求特点与业务痛点，善于开发客户和腾讯双赢的云计算、大数据、AI等方面的技术解决方案；能够发现合适的商务机会，跟踪项目进展全过程，协同内部与生态的力量，积极促成业务进展。同时协助产品发展、沉淀行业打法。,2021年01月20日
217,中国,深圳,技术,15571-《UE4写实军事大世界射击手游》后台开发（深圳）,负责大规模在线服务的架构设计、开发和维护；高效地完成登录、匹配、对战等系统的开发、测试和运维发布的工作；建立完善的监控和分析系统，保证业务高质量运行，并及时响应各种突发事件。,2021年01月20日
218,中国,上海,产品,15573-3A开放世界手游高级技术策划（上海）,制作相机相关的中上层功能开发；设计一些与相机相关的模块设计；配合关卡策划、战斗策划，对游戏中的镜头进行调试以及开发；可以在sequence中制作游戏过场动画，出现任何技术性的问题能独立解决，或者牵头解决。,2021年01月20日
219,中国,深圳,产品,37090-高级游戏运营（本地化及商业化）,负责与开发商沟通对齐产品核心玩法设计及游戏版本内容把控，跟进版本进度和内容验收，定位问题并找到解决方案；负责评估和调整游戏内商业化结构，道具定价，付费模式等方面内容，针对项目运营节奏及运营数据，制定商业化方案；针对产品运营数据进行分析及挖掘，输出结论及报告并输出应对建议；负责版本及商业化执行落地，做好整体把控及目标达成。,2021年01月20日
220,中国,深圳,技术,35601-品类后台开发工程师（深圳）,负责在腾讯看点信息流多场景的合作需求评审，方案设计和需求开发；参与后台系统服务日常研发工作。,2021年01月20日
221,中国,北京,技术,31504-云计算加速产品高级技术顾问,1.负责解决CDN产品现网疑难问题，深入分析，从根本上解决问题。2.负责梳理提炼客户使用腾讯云CDN产品的建议和需求，推动客户诉求的落地。3.参与技术方案和系统设计评审，掌握相关的技术架构和原理，能够根据客户需求提供专业的解决方案。4.通过培训，知识库建设，工具平台建设，流程优化等手段，提升一线服务团队专业度。,2021年01月20日
222,中国,深圳总部,内容,23292-互娱内容运营经理（深圳）,搭建游戏产品的PGC-UGC内容产出体系，包括新闻、攻略产出、玩家UGC活动组织等；管理合作供应商和外部写手团队，保证内容产出体系的健康运作，保证内容的产出时间和质量；针对不同类型媒体规划具有强传播力的内容（包括但不仅限于图文、视频、直播等），基于媒体形式的变化制定内容产出计划，根据用户需求和产品变化快速响应并合理进行内容运营。,2021年01月20日
223,中国,深圳,技术,23295-互娱增长平台Go/C++后台开发工程师,负责开发具有通用性的平台提升游戏的用户增长效率；负责设计与编码实现增长工具平台以满足各增长职能团队的需求；负责后端技术的探索和技术优化及公共组件的开发； ,2021年01月20日
224,中国,深圳,产品,23295-互娱内容平台产品经理（深圳）,负责腾讯游戏内容平台产品的产品运营和用户运营工作；负责内容创作者的挖掘、拓展、扶持、维系等运营工作；以作者增长为目标，规划和设计产品，完成用户获取、注册流程优化、关键指标定义、用户转化漏斗优化、可视化等环节的设计并组织开发实现； 研究和完善作者增长相关数据，找出影响作者活跃的关键因素，并借此提升作者活跃度； 结合现有业务流程和行业特性，运营分级机制，平衡平台自身生态体系的健康运转，并探索更多的作者权益功能；根据不同游戏、不同生命周期的用户特性，各个内容平台的特性，通过各种运营活动，满足产品在内容生产和内容分发的需求。,2021年01月20日
225,中国,深圳,技术,23295-互娱增长平台高级Web前端开发工程师（深圳）,负责开发具有通用性的平台提升游戏的用户增长效率；负责设计与编码实现增长工具平台以满足各增长职能团队的需求；前端页面框架系统建设与维护，移动端(Web+小程序+终端前台)的创新项目的研发等,2021年01月20日
226,中国,深圳,技术,23295-iOS客户端开发工程师（深圳）,参与移动游戏内嵌赛事电视台相关的功能需求讨论，开发流程和计划制定；负责移动游戏内嵌赛事电视台相关的功能需求开发；负责移动游戏内嵌赛事电视台创新功能与技术平台的开发与建设。,2021年01月20日
227,中国,深圳,技术,23295-赛事直播后台开发工程师,负责MDNF手游电视台直播后端开发；负责电视台直播后端系统优化工作；负责赛事直播流媒体分发服务及系统优化；,2021年01月20日
228,中国,广州,技术,WXG03-微信小程序搜索后台开发工程师（广州）,为服务海量用户的小程序搜索提供相关业务后台支持；与团队一起深度挖掘小程序页面内容，构建丰富的小程序内容生态，打破信息孤岛；负责小程序搜索爬虫系统的基础后台开发；负责海量小程序页面数据的处理、理解及挖掘，为微信搜索提供丰富优质的基础数据；负责海量小程序页面数据的相关基础系统开发。,2021年01月20日
229,中国,深圳,技术,25924-数据挖掘后台开发工程师（深圳）,负责腾讯游戏数据挖掘及推荐系统的后台开发工作，提供高并发场景下的数据服务。,2021年01月20日
230,中国,上海,设计,15614-天刀次世代游戏3D场景制作（上海）,负责游戏中场景场景资产（贴图模型）的制作负责游戏中场景资产（贴图模型）的外包品控，时间节点管理工作； 配合程序开发适用于游戏场景资源的新特性的工作。,2021年01月20日
231,中国,深圳,技术,PCG19-腾讯视频短视频后台开发工程师（深圳）,负责腾讯视频短视频信息流后台架构设计与开发；负责腾讯视频短视频运营系统架构设计与开发 ；负责腾讯视频短视频基础组件的设计与开发。,2021年01月20日
232,中国,深圳,产品,25667-产业生态运营-营销推广方向,1、制定腾讯云生态合作营销推广策略，统筹生态峰会、区域合作伙伴招募会议等营销活动组织及执行工作，联动市场、公关资源，持续提升腾讯云生态合作的市场影响力。2、策划音视频、安全等生态产品专项营销方案，整合线上线下资源，开展专项营销工作，发掘与收集销售线索与商机；3、开展腾讯云官网合作伙伴专区及生态合作伙伴公众号运营工作，包括栏目建设、内容运营、用户增长运营、整合营销等。,2021年01月20日
233,中国,深圳,技术,25664-golang后台开发工程师(深圳/广州),负责服务器端研发维护工作，保障系统稳定性；负责产品安全策略的制定；负责产品后台功能模块的开发和维护，根据相关需求对功能性进行调整。,2021年01月20日
234,中国,深圳,技术,18428-金融科技专家系统架构师,1、负责腾讯金融技术架构设计和演进，在理解现存架构的前提下，规划架构演进方向，保障系统的稳定性和领先性；2、负责基础架构规划、设计和研发工作，比如容器化技术，高可用技术，以及研发、测试和运维整体工程标准化等；3、紧跟业界技术发展趋势，能够分析技术的优缺点，将成熟技术引入，推动架构升级。,2021年01月20日
235,中国,深圳,,21309-腾讯教育--腾讯课堂类目运营专员,1、BD新机构入驻课堂，协助机构在课堂开展运营。2、负责协助中长尾机构优化课程体系、拓展流量、提升转化率等，协助机构完成业绩，孵化KA机构。3、能独立对中长尾机构的GMV负责。,2021年01月20日
236,中国,深圳,技术,27216-企业金融后台架构师,1. 负责构建企业金融产品的基础架构、账户体系，具备高可用，低成本和快速迭代能力；2. 理解业务产品需求和金融科技体系架构，负责对多样的企业金融场景无缝灵活对接。,2021年01月20日
237,中国,广州,技术,WXG03-微信公众平台推荐系统算法工程师（广州）,负责公众平台推荐系统算法研发和难点技术攻坚，通过深挖内容生产者和用户直接的匹配关系，升级公众平台的内容订阅体验。,2021年01月20日
238,中国,上海,技术,25928-游戏前台开发高级工程师（上海/深圳/杭州）,负责G6前端系统开发和业务逻辑搭建；技能编辑器、场景编辑器等工具链搭建；参与品类Demo编写。,2021年01月20日
239,中国,上海,技术,25928-游戏后台开发高级工程师（上海/深圳/杭州）,开发G6框架后台系统;对公司现有的公用组件进行整合，使之集成更加便利；对常用的游戏逻辑进行抽象和提取，并且使之框架化，提供可插件扩展的接口。,2021年01月20日
240,中国,上海,技术,25928-游戏美术数据中台高级后台开发工程师（上海）,负责腾讯游戏美术制作管理服务后台的开发与维护，主要包括：负责多人实时文件系统设计和实现；负责海量数据服务的缓冲和负载均衡系统设计和实现；负责相关服务运维和监控系统的设计和实现；致力于打造顶级性能的实时文件和制作流程管理后台服务，为腾讯内外客户提供极致的服务质量及用户体验。,2021年01月20日
241,中国,杭州,设计,25928-Houdini 技术美术（深圳/上海/杭州）,负责游戏引擎中使用到的Houdini资源的开发，包括地形、道路、植被、水体等程序化物件；负责开发和改进基于Houdini的PCG制作流程，兼顾美术、程序和策划的需求；针对策划和美术对大场景内容制作的需要，开发和改进相应的制作工具链；帮助制作团队熟悉和掌握PCG相关技术和制作流程；编写和维护PCG相关制作规范和文档。,2021年01月20日
242,中国,深圳,产品,25928-GCloud平台高级产品经理（深圳）,负责游戏云平台产品策划工作，主导产品从概念策划到成品上线；跟踪产品线上运营情况，组织协调内部资源，驱动产品不断优化；深入研究竞品，分析行业生态模式，帮助自身产品不断拓展。,2021年01月20日
243,中国,深圳,技术,29912-微视搭建后台开发（深圳）,负责微视相关的产品功能、业务后台等的后台开发工作,2021年01月20日
